hour_utc,samples,soc_avg_pct,pack_current_avg_a,cell_min_avg_mv,cell_max_avg_mv,delta_avg_mv,delta_max_mv,temp_max_avg_c
2026-04-29 14:00:00,120,32.1,0.00,3578,3594,16.1,18,15.5
2026-04-29 15:00:00,125,32.0,0.00,3578,3594,16.3,19,15.5
2026-04-29 16:00:00,120,32.0,0.00,3577,3594,16.8,19,15.1
2026-04-29 17:00:00,120,32.0,0.00,3577,3594,16.8,18,15.0
2026-04-29 18:00:00,120,32.0,0.00,3576,3594,17.1,19,15.0
2026-04-29 19:00:00,120,32.0,0.00,3576,3593,17.3,19,15.0
2026-04-29 20:00:00,120,31.8,0.00,3576,3593,17.4,19,15.0
2026-04-29 21:00:00,120,31.8,0.00,3576,3593,17.4,19,15.0
2026-04-29 22:00:00,120,31.8,0.00,3576,3593,17.5,20,15.0
2026-04-29 23:00:00,120,31.8,0.00,3576,3593,17.5,19,15.0
2026-04-30 00:00:00,120,31.8,0.00,3575,3593,17.7,19,15.0
2026-04-30 01:00:00,120,31.8,0.00,3575,3593,17.7,19,15.0
2026-04-30 02:00:00,120,31.7,0.00,3575,3593,17.6,19,15.0
2026-04-30 03:00:00,120,31.6,0.00,3575,3592,17.6,19,15.0
2026-04-30 04:00:00,120,31.6,0.00,3575,3592,17.6,20,15.0
2026-04-30 05:00:00,120,31.6,0.00,3575,3592,17.5,20,15.0
2026-04-30 06:00:00,120,31.6,0.00,3574,3592,17.7,20,15.0
2026-04-30 07:00:00,120,31.6,0.00,3574,3592,17.7,20,15.0
2026-04-30 08:00:00,120,31.5,-0.01,3574,3592,17.7,20,15.0
2026-04-30 09:00:00,122,32.4,5.39,3587,3603,16.4,20,15.0
2026-04-30 10:00:00,120,39.1,13.62,3630,3643,12.9,15,15.0
2026-04-30 11:00:00,127,45.6,13.28,3656,3671,14.4,19,15.6
2026-04-30 12:00:00,123,52.3,19.19,3707,3728,21.8,30,16.8
2026-04-30 13:00:00,121,66.5,16.08,3798,3832,33.4,39,18.2
2026-04-30 14:00:00,120,76.3,0.00,3808,3841,33.6,36,18.3
2026-04-30 15:00:00,120,76.0,0.00,3806,3840,33.9,36,18.0
2026-04-30 16:00:00,119,75.9,0.00,3805,3839,33.7,36,17.6
2026-04-30 17:00:00,120,75.8,0.00,3804,3838,33.8,35,17.5
2026-04-30 18:00:00,120,75.7,0.00,3804,3837,33.5,36,17.0
2026-04-30 19:00:00,120,75.7,-0.01,3803,3837,33.6,37,16.9
2026-04-30 20:00:00,120,75.7,-0.01,3803,3836,33.7,37,16.5
2026-04-30 21:00:00,120,75.5,-0.01,3802,3836,34.1,37,16.5
2026-04-30 22:00:00,119,75.5,0.00,3801,3836,34.5,38,16.3
2026-04-30 23:00:00,120,75.5,-0.01,3801,3835,34.7,37,16.0
2026-05-01 00:00:00,120,75.4,0.00,3800,3835,34.8,38,16.0
2026-05-01 01:00:00,120,75.4,0.00,3800,3835,35.1,37,15.9
2026-05-01 02:00:00,120,75.4,-0.01,3800,3835,35.2,37,15.5
2026-05-01 03:00:00,120,75.2,-0.01,3799,3835,35.6,38,15.5
2026-05-01 04:00:00,120,75.2,0.00,3799,3834,35.7,38,15.5
2026-05-01 05:00:00,120,75.2,-0.01,3798,3834,35.9,38,15.5
2026-05-01 06:00:00,120,75.2,-0.01,3798,3834,36.3,39,15.5
2026-05-01 07:00:00,120,75.1,0.00,3797,3834,37.0,39,15.5
2026-05-01 08:00:00,120,75.1,-0.01,3796,3834,37.7,39,15.5
2026-05-01 09:00:00,42,75.1,-0.01,3796,3834,37.4,39,15.5
2026-05-01 14:00:00,36,75.2,1.38,3798,3835,36.5,39,15.0
2026-05-01 15:00:00,125,76.8,1.50,3816,3846,30.1,35,15.7
2026-05-01 16:00:00,119,77.0,-0.10,3817,3846,29.1,32,16.3
2026-05-01 17:00:00,120,76.9,-0.18,3816,3845,29.3,31,16.5
2026-05-01 18:00:00,120,76.9,0.08,3815,3845,29.4,31,16.7
2026-05-01 19:00:00,120,76.8,0.09,3815,3844,29.5,31,17.0
2026-05-01 20:00:00,120,76.7,0.10,3815,3844,29.3,31,17.0
2026-05-01 21:00:00,120,76.7,-0.02,3815,3844,29.5,32,17.0
2026-05-01 22:00:00,120,76.6,-0.13,3814,3844,29.7,31,17.0
2026-05-01 23:00:00,120,76.6,-0.16,3814,3844,29.6,32,17.0
2026-05-02 00:00:00,120,76.6,-0.12,3814,3843,29.7,32,17.0
2026-05-02 01:00:00,120,76.6,-0.08,3813,3843,29.8,32,17.0
2026-05-02 02:00:00,120,76.5,-0.05,3813,3843,29.6,32,17.0
2026-05-02 03:00:00,120,76.4,0.01,3813,3842,29.8,33,17.0
2026-05-02 04:00:00,120,76.4,-0.02,3812,3842,30.2,33,17.0
2026-05-02 05:00:00,120,76.4,-0.03,3811,3842,30.5,33,17.0
2026-05-02 06:00:00,119,76.4,-0.13,3811,3841,30.5,33,17.0
2026-05-02 07:00:00,121,79.4,12.78,3863,3894,31.2,35,17.0
2026-05-02 08:00:00,120,87.8,14.10,3943,3977,33.4,37,17.4
2026-05-02 09:00:00,121,94.8,10.73,4015,4051,35.2,38,18.0
2026-05-02 10:00:00,125,96.3,8.39,4062,4098,35.9,40,18.5
2026-05-02 11:00:00,120,96.3,-1.82,4059,4093,34.9,38,19.0
2026-05-02 12:00:00,120,95.7,-1.45,4048,4082,34.3,37,19.0
2026-05-02 13:00:00,120,95.3,-2.06,4039,4073,34.2,38,19.0
2026-05-02 14:00:00,120,96.4,4.31,4063,4098,35.2,38,19.0
2026-05-02 15:00:00,119,94.5,-7.39,4031,4066,34.2,37,19.0
2026-05-02 16:00:00,120,89.0,-12.36,3962,3994,32.2,35,19.0
2026-05-02 17:00:00,124,86.3,-11.75,3895,3925,29.6,32,19.0
2026-05-02 18:00:00,118,80.8,-9.08,3836,3866,29.4,32,19.4
2026-05-02 19:00:00,122,77.1,-10.63,3787,3821,33.6,43,19.5
2026-05-02 20:00:00,119,70.1,-10.84,3708,3744,36.5,45,19.2
2026-05-02 21:00:00,120,53.4,-11.71,3659,3683,23.3,30,18.7
2026-05-02 22:00:00,120,46.7,-11.92,3622,3638,16.8,20,18.1
2026-05-02 23:00:00,120,40.2,-12.16,3593,3607,14.0,17,17.6
2026-05-03 00:00:00,120,33.5,-11.15,3568,3582,14.4,19,17.5
2026-05-03 01:00:00,120,30.6,-2.02,3568,3587,18.6,22,17.5
2026-05-03 02:00:00,120,30.8,-0.52,3569,3590,20.9,23,17.5
2026-05-03 03:00:00,120,30.8,-0.26,3569,3590,21.7,24,17.5
2026-05-03 04:00:00,120,30.7,-0.37,3568,3590,22.2,25,17.5
2026-05-03 05:00:00,120,30.8,-0.11,3568,3591,22.6,25,17.5
2026-05-03 06:00:00,120,33.3,5.77,3590,3609,19.7,24,17.5
2026-05-03 07:00:00,120,38.9,12.08,3627,3640,13.8,16,17.7
2026-05-03 08:00:00,120,47.0,17.36,3667,3684,17.1,23,18.8
2026-05-03 09:00:00,120,58.2,22.42,3744,3775,30.7,43,20.8
2026-05-03 10:00:00,120,71.1,24.97,3873,3908,34.6,40,22.4
2026-05-03 11:00:00,120,85.3,25.75,4014,4052,37.7,42,23.5
2026-05-03 12:00:00,120,96.5,3.47,4078,4116,38.0,43,24.0
2026-05-03 13:00:00,120,96.8,-0.11,4069,4105,36.1,39,24.0
2026-05-03 14:00:00,120,96.7,-0.07,4067,4104,36.4,38,23.9
2026-05-03 15:00:00,120,96.5,-1.69,4063,4099,36.5,39,23.5
2026-05-03 16:00:00,118,92.7,-10.91,4009,4043,34.5,37,23.5
2026-05-03 17:00:00,119,86.2,-12.80,3937,3969,31.5,34,23.5
2026-05-03 18:00:00,120,79.1,-12.54,3867,3897,29.7,32,23.3
2026-05-03 19:00:00,120,72.9,-11.01,3805,3837,31.4,36,23.0
2026-05-03 20:00:00,120,66.6,-10.94,3730,3770,40.2,45,23.0
2026-05-03 21:00:00,120,56.7,-11.67,3674,3700,26.1,35,22.3
2026-05-03 22:00:00,120,50.0,-11.92,3633,3651,18.3,22,21.6
2026-05-03 23:00:00,120,43.3,-12.34,3602,3617,14.6,18,21.0
2026-05-04 00:00:00,120,36.5,-12.03,3576,3590,14.1,16,20.5
2026-05-04 01:00:00,120,30.8,-4.73,3561,3581,19.8,24,20.5
2026-05-04 02:00:00,120,30.5,-0.46,3566,3590,23.6,25,20.5
2026-05-04 03:00:00,120,30.5,-0.31,3566,3590,24.1,26,20.5
2026-05-04 04:00:00,120,30.6,-0.22,3566,3590,24.3,27,20.1
2026-05-04 05:00:00,120,30.6,-0.20,3566,3591,24.3,27,20.0
2026-05-04 06:00:00,120,31.3,2.20,3573,3597,23.8,27,20.3
2026-05-04 07:00:00,120,36.1,9.82,3610,3626,16.3,22,20.4
2026-05-04 08:00:00,118,43.4,16.93,3650,3666,15.5,20,21.2
2026-05-04 09:00:00,119,54.2,21.63,3713,3739,26.0,35,22.9
2026-05-04 10:00:00,120,66.9,25.11,3830,3868,38.0,45,24.8
2026-05-04 11:00:00,120,80.5,23.84,3963,4003,39.5,44,25.8
2026-05-04 12:00:00,120,93.6,11.99,4069,4113,44.3,48,26.6
2026-05-04 13:00:00,120,96.7,-0.10,4065,4108,42.4,45,26.5
2026-05-04 14:00:00,112,96.7,1.34,4066,4108,41.7,45,26.5
2026-05-04 15:00:00,120,98.1,1.63,4089,4131,41.9,45,26.5
2026-05-04 16:00:00,120,94.1,-11.81,4030,4069,39.6,42,26.0
2026-05-04 17:00:00,120,87.5,-13.20,3952,3988,35.7,39,26.0
2026-05-04 18:00:00,120,80.0,-14.13,3874,3906,31.8,35,25.7
2026-05-04 19:00:00,120,73.0,-12.38,3806,3839,32.5,38,25.4
2026-05-04 20:00:00,120,66.1,-11.15,3726,3767,40.6,46,24.9
2026-05-04 21:00:00,120,56.0,-12.07,3672,3698,25.9,35,24.0
2026-05-04 22:00:00,120,49.1,-12.68,3629,3647,18.0,23,23.0
2026-05-04 23:00:00,120,42.1,-12.87,3598,3613,14.6,17,21.9
2026-05-05 00:00:00,120,35.1,-12.04,3571,3586,14.7,19,21.1
2026-05-05 01:00:00,120,29.1,-10.27,3541,3562,21.1,25,21.0
2026-05-05 02:00:00,120,23.5,-10.00,3504,3528,23.9,30,21.0
2026-05-05 03:00:00,120,13.4,-3.74,3472,3507,35.0,39,21.0
2026-05-05 04:00:00,120,10.6,-0.33,3475,3512,36.7,39,20.6
2026-05-05 05:00:00,120,10.9,-0.23,3476,3513,36.9,39,20.5
2026-05-05 06:00:00,120,12.3,1.01,3483,3519,35.8,38,20.5
2026-05-05 07:00:00,120,17.1,6.26,3514,3547,33.3,37,20.5
2026-05-05 08:00:00,120,23.8,14.12,3584,3606,22.0,27,20.7
2026-05-05 09:00:00,120,32.9,18.43,3637,3651,14.8,18,21.4
2026-05-05 10:00:00,87,44.2,21.58,3689,3710,21.1,28,23.0
2026-05-05 11:00:00,68,57.6,21.62,3785,3822,37.4,43,25.2
2026-05-05 12:00:00,117,67.6,20.41,3883,3919,35.5,39,26.1
2026-05-05 13:00:00,120,77.4,15.78,3974,4012,37.9,42,26.7
2026-05-05 14:00:00,113,84.3,10.05,4037,4077,39.3,42,27.0
2026-05-05 15:00:00,116,92.3,-0.07,4059,4098,39.2,42,27.0
2026-05-05 16:00:00,119,92.1,-13.06,3993,4029,36.0,39,27.0
2026-05-05 17:00:00,120,84.2,-14.61,3911,3943,32.1,35,26.8
2026-05-05 18:00:00,120,76.3,-13.22,3836,3868,31.5,33,26.5
2026-05-05 19:00:00,112,69.5,-13.36,3757,3798,40.3,48,26.5
2026-05-05 20:00:00,106,61.4,-12.45,3679,3708,29.2,40,25.9
2026-05-05 21:00:00,120,47.3,-12.93,3637,3657,19.9,24,25.1
2026-05-05 22:00:00,119,40.1,-13.17,3603,3618,15.4,18,24.3
2026-05-05 23:00:00,120,32.6,-14.01,3571,3586,14.9,19,24.0
2026-05-06 00:00:00,120,25.0,-13.89,3528,3549,21.6,25,24.2
2026-05-06 01:00:00,120,17.4,-4.35,3498,3526,27.8,32,24.9
2026-05-06 02:00:00,120,16.5,-0.38,3501,3531,29.6,32,24.5
2026-05-06 03:00:00,120,16.5,-0.26,3501,3531,29.9,32,24.5
2026-05-06 04:00:00,119,16.8,-0.19,3502,3531,29.5,33,24.0
2026-05-06 05:00:00,120,16.8,-0.16,3503,3532,29.4,33,24.0
2026-05-06 06:00:00,120,18.5,1.20,3511,3540,28.8,32,24.0
2026-05-06 07:00:00,120,22.0,5.97,3538,3563,24.9,29,24.0
2026-05-06 08:00:00,120,26.8,10.73,3588,3608,20.5,26,24.0
2026-05-06 09:00:00,120,34.2,17.77,3632,3647,14.9,19,24.7
2026-05-06 10:00:00,120,46.6,25.49,3696,3719,23.0,33,26.7
2026-05-06 11:00:00,120,60.8,26.07,3804,3842,38.2,44,29.2
2026-05-06 12:00:00,120,87.4,20.94,3926,3966,40.1,44,30.4
2026-05-06 13:00:00,125,95.8,16.24,4021,4066,45.0,48,31.2
2026-05-06 14:00:00,120,98.9,5.53,4082,4129,47.0,50,31.5
2026-05-06 15:00:00,120,97.4,-1.93,4074,4119,45.5,48,31.4
2026-05-06 16:00:00,120,93.2,-12.28,4013,4055,42.9,47,31.0
2026-05-06 17:00:00,120,86.5,-13.22,3937,3975,38.5,42,30.9
2026-05-06 18:00:00,119,79.6,-13.08,3867,3902,35.3,38,30.5
2026-05-06 19:00:00,120,72.4,-13.14,3792,3830,38.4,48,30.5
2026-05-06 20:00:00,120,65.4,-11.90,3709,3750,40.9,51,30.0
2026-05-06 21:00:00,116,59.0,-11.51,3661,3686,24.8,33,29.2
2026-05-06 22:00:00,120,53.2,-10.10,3630,3649,18.3,22,28.3
2026-05-06 23:00:00,120,47.2,-11.00,3604,3619,15.1,18,27.7
2026-05-07 00:00:00,120,41.2,-10.62,3580,3595,15.1,19,27.1
2026-05-07 01:00:00,120,35.2,-10.95,3546,3568,22.2,27,27.0
2026-05-07 02:00:00,120,29.4,-10.63,3508,3532,24.2,31,27.5
2026-05-07 03:00:00,120,23.4,-10.41,3452,3487,34.9,39,28.0
2026-05-07 04:00:00,120,19.2,-3.33,3431,3453,21.3,30,28.0
2026-05-07 05:00:00,120,18.9,-0.01,3436,3456,20.1,22,27.9
2026-05-07 06:00:00,120,20.2,5.85,3458,3483,25.5,38,27.5
2026-05-07 07:00:00,120,25.1,11.47,3511,3549,38.0,42,27.5
2026-05-07 08:00:00,120,32.3,12.14,3584,3608,24.8,33,27.3
2026-05-07 09:00:00,120,39.1,13.81,3622,3637,15.5,19,27.4
2026-05-07 10:00:00,120,47.9,18.78,3660,3678,18.0,24,28.3
2026-05-07 11:00:00,120,53.2,-2.48,3654,3674,19.5,23,29.0
2026-05-07 12:00:00,120,52.2,3.74,3653,3672,18.7,22,29.0
2026-05-07 13:00:00,120,53.8,-2.10,3655,3675,19.8,23,29.0
2026-05-07 14:00:00,120,50.8,-7.42,3629,3645,16.3,19,28.5
2026-05-07 15:00:00,119,45.8,-10.21,3606,3620,14.3,16,27.9
2026-05-07 16:00:00,120,39.2,-13.71,3572,3588,16.3,22,27.5
2026-05-07 17:00:00,120,31.0,-15.93,3514,3537,23.8,31,27.8
2026-05-07 18:00:00,120,22.6,-13.88,3441,3474,32.6,42,28.7
2026-05-07 19:00:00,120,18.9,-0.31,3433,3453,20.0,22,28.9
2026-05-07 20:00:00,120,18.9,-0.31,3433,3454,20.2,23,28.5
2026-05-07 21:00:00,120,18.9,-0.33,3433,3453,20.2,23,28.4
2026-05-07 22:00:00,120,18.8,-0.33,3433,3453,20.2,23,28.0
2026-05-07 23:00:00,120,18.8,-0.31,3432,3452,20.0,23,27.9
2026-05-08 00:00:00,120,18.8,-0.31,3431,3451,20.0,23,27.5
2026-05-08 01:00:00,120,18.8,-0.32,3431,3451,20.2,23,27.5
2026-05-08 02:00:00,120,18.8,-0.29,3430,3450,20.1,22,27.3
2026-05-08 03:00:00,120,18.8,-0.27,3430,3450,20.1,22,27.0
2026-05-08 04:00:00,120,18.7,-0.24,3429,3449,20.1,21,27.0
2026-05-08 05:00:00,120,18.7,-0.08,3429,3450,20.3,22,26.5
2026-05-08 06:00:00,120,18.7,-0.07,3429,3450,20.3,22,26.5
2026-05-08 07:00:00,120,18.4,-2.25,3425,3445,20.6,24,26.4
2026-05-08 08:00:00,120,17.5,2.43,3428,3450,21.2,28,26.0
2026-05-08 09:00:00,120,21.3,8.70,3468,3497,29.0,40,26.0
2026-05-08 10:00:00,120,25.1,6.65,3499,3538,39.6,42,26.0
2026-05-08 11:00:00,119,28.9,12.62,3543,3577,33.6,41,26.0
2026-05-08 12:00:00,120,38.5,7.12,3606,3622,16.0,23,26.4
2026-05-08 13:00:00,120,40.0,10.42,3614,3630,15.8,19,26.4
2026-05-08 14:00:00,120,45.3,-0.22,3622,3638,15.2,19,27.0
2026-05-08 15:00:00,120,41.1,-9.55,3590,3604,14.5,17,26.5
2026-05-08 16:00:00,120,35.8,-12.22,3552,3575,22.8,27,26.0
2026-05-08 17:00:00,120,27.4,-16.21,3475,3509,33.9,44,26.9
2026-05-08 18:00:00,120,18.9,-14.70,3398,3433,35.1,91,27.6
2026-05-08 19:00:00,121,6.0,-2.25,3277,3417,140.7,150,28.0
2026-05-08 20:00:00,120,0.4,-0.11,3283,3422,138.7,143,27.5
2026-05-08 21:00:00,120,0.4,-0.13,3288,3423,135.2,138,27.5
2026-05-08 22:00:00,120,0.4,-0.11,3290,3423,133.1,135,27.1
2026-05-08 23:00:00,120,0.4,-0.12,3291,3423,132.1,134,27.0
2026-05-09 00:00:00,120,0.4,-0.12,3292,3423,131.7,134,26.5
2026-05-09 01:00:00,120,0.4,-0.15,3292,3423,131.3,134,26.4
2026-05-09 02:00:00,120,0.4,-0.19,3292,3423,131.0,134,26.0
2026-05-09 03:00:00,117,0.4,-0.14,3292,3423,131.3,133,25.9
2026-05-09 04:00:00,120,0.4,-0.11,3292,3423,131.5,133,25.5
2026-05-09 05:00:00,119,0.4,-0.12,3291,3423,131.7,133,25.5
2026-05-09 06:00:00,129,0.4,-0.22,3289,3422,132.8,137,25.0
2026-05-09 07:00:00,120,0.3,-0.02,3286,3421,135.2,138,25.0
2026-05-09 08:00:00,124,0.3,-0.21,3285,3421,136.3,140,24.7
2026-05-09 09:00:00,121,0.3,-0.39,3275,3419,144.1,150,24.5
2026-05-09 10:00:00,120,0.3,-0.04,3270,3419,148.5,150,24.1
2026-05-09 11:00:00,122,2.0,7.82,3364,3450,85.5,150,24.0
2026-05-09 12:00:00,120,7.4,9.95,3470,3497,26.6,36,23.5
2026-05-09 13:00:00,120,12.8,8.86,3514,3552,37.5,40,23.5
2026-05-09 14:00:00,120,15.0,-0.01,3525,3559,34.7,36,23.5
2026-05-09 15:00:00,120,15.0,-0.12,3524,3558,34.7,37,23.2
2026-05-09 16:00:00,119,15.0,-0.20,3523,3558,35.0,38,23.0
2026-05-09 17:00:00,119,15.0,-0.29,3521,3556,35.4,38,23.0
2026-05-09 18:00:00,120,15.0,-0.33,3519,3555,35.6,37,23.0
2026-05-09 19:00:00,120,15.0,-0.35,3517,3553,36.4,39,23.0
2026-05-09 20:00:00,120,15.0,-0.36,3515,3551,36.4,40,23.0
2026-05-09 21:00:00,120,15.0,-0.38,3513,3550,36.7,39,23.0
2026-05-09 22:00:00,120,15.0,-0.37,3511,3549,37.8,40,23.0
2026-05-09 23:00:00,120,15.0,-0.36,3509,3547,37.6,40,22.8
2026-05-10 00:00:00,120,15.0,-0.33,3508,3545,37.4,39,22.5
2026-05-10 01:00:00,120,15.0,-0.34,3506,3544,38.6,40,22.5
2026-05-10 02:00:00,120,15.0,-0.33,3504,3543,38.9,40,22.5
2026-05-10 03:00:00,120,15.0,-0.31,3503,3542,38.9,42,22.5
2026-05-10 04:00:00,120,15.0,-0.36,3502,3541,39.2,42,22.5
2026-05-10 05:00:00,120,15.0,0.01,3501,3541,39.7,42,22.5
2026-05-10 06:00:00,119,15.0,-0.26,3501,3541,39.9,42,22.5
2026-05-10 07:00:00,119,15.0,-0.34,3499,3539,40.1,42,22.3
2026-05-10 08:00:00,119,15.0,0.46,3500,3540,40.3,42,22.0
2026-05-10 09:00:00,111,15.6,0.71,3510,3550,39.4,42,22.0
2026-05-10 10:00:00,120,15.6,-0.07,3510,3549,39.4,41,22.0
2026-05-10 11:00:00,112,16.9,3.41,3532,3568,35.7,42,22.0
2026-05-10 12:00:00,121,18.2,2.52,3545,3579,33.7,37,22.0
2026-05-10 13:00:00,120,18.6,-1.36,3543,3577,33.8,36,22.0
2026-05-10 14:00:00,120,17.1,-2.53,3521,3556,35.2,37,22.0
2026-05-10 15:00:00,127,16.7,-1.42,3517,3553,35.9,38,21.7
2026-05-10 16:00:00,119,16.0,-0.08,3509,3546,37.2,39,21.5
2026-05-10 17:00:00,120,16.0,0.02,3508,3545,37.4,40,21.5
2026-05-10 18:00:00,119,16.0,-0.14,3507,3545,38.2,40,21.5
2026-05-10 19:00:00,120,16.0,-0.15,3505,3544,38.8,40,21.5
2026-05-10 20:00:00,102,15.9,-0.14,3504,3542,38.7,40,21.5
